-0.37590113,-0.16281068,9.771035,4.30170234E14
-0.9289786,-0.63208854,9.802161,4.30170268E14
-1.0989721,-0.4668836,9.866806,4.30170268E14
-0.8786988,-0.5123748,9.771035,4.30170301E14
-0.98404694,-0.4166038,9.727939,4.30170335E14
-0.84996754,-0.33519846,9.617802,4.30170335E14
-0.8547561,-0.35674694,9.651321,4.30170368E14
-0.9289786,-0.34956414,9.5794935,4.30170368E14
-1.0917894,-0.6177229,9.830893,4.30170402E14
-1.1037607,-0.71828246,9.897932,4.30170435E14
-0.88588166,-0.72546524,9.845258,4.30170435E14
-0.5794145,-0.7853221,9.835681,4.30170469E14
-0.6273,-0.8834874,10.008069,4.30170469E14
-0.9337672,-0.95531565,10.060742,4.30170503E14
-0.9529214,-0.7350424,10.010463,4.30170536E14
-1.0415095,-0.43336374,10.027223,4.30170536E14
-1.0582695,-0.5961744,10.424672,4.3017057E14
-1.462902,-1.2761484,11.269852,4.3017057E14
-2.073442,-1.0606637,11.9402485,4.30170603E14
-2.5499027,0.21548474,12.0025,4.30170637E14
-2.7869358,0.62251145,11.909122,4.30170637E14
-2.169213,0.9241901,11.468576,4.3017067E14
-2.0518935,0.81644773,11.686456,4.3017067E14
-2.317658,0.82602483,11.353651,4.30170704E14
-2.343995,1.4437478,10.915499,4.30170737E14
-2.1979442,1.8866886,10.115811,4.30170737E14
-1.8866886,2.073442,9.411894,4.30170771E14
-1.8340145,1.9273912,9.268238,4.30170771E14
-2.116539,1.2091088,9.866806,4.30170805E14
-2.2027328,1.3695252,9.787795,4.30170838E14
-2.2147043,1.9585168,10.041589,4.30170838E14
-2.2769554,2.2697725,10.314536,4.30170872E14
-2.6121538,2.473286,10.776631,4.30170872E14
-3.2993107,2.205127,11.25788,4.30170905E14
-2.9665065,2.3846977,10.807756,4.30170939E14
-2.4996228,3.0191805,10.113417,4.30170939E14
-2.116539,3.3208592,9.73991,4.30170972E14
-1.1636176,3.1843855,9.368797,4.30170972E14
-0.6943397,2.9234095,8.901914,4.30171006E14
-0.679974,3.014392,8.413482,4.30171039E14
-0.71588814,3.3400133,7.7718163,4.30171039E14
-0.70870537,3.9457648,6.8883286,4.30171073E14
-0.13647367,4.295329,6.7877693,4.30171073E14
1.1947432,4.417437,6.4405994,4.30171107E14
1.5778271,4.678413,5.940196,4.30171107E14
-0.076616794,4.6664414,7.1157846,4.3017114E14
-0.600963,4.922629,7.075082,4.30171174E14
-0.22506183,5.276982,6.299337,4.30171174E14
-0.7110996,5.358387,5.195576,4.30171207E14
-0.5123748,5.193182,6.2945485,4.30171207E14
-0.76137936,5.542746,6.6848154,4.30171241E14
0.21309046,6.1748347,6.811712,4.30171274E14
1.036721,6.1628633,6.5986214,4.30171274E14
1.6999351,6.4334164,6.2107487,4.30171308E14
1.5826156,6.0527267,6.5986214,4.30171308E14
0.0670397,5.5786605,7.719142,4.30171341E14
0.38787252,5.930619,8.135746,4.30171375E14
0.7948992,5.9258304,7.8268843,4.30171375E14
1.1396748,5.9832926,7.3049326,4.30171409E14
1.2665714,5.8061166,7.099025,4.30171409E14
1.0247496,6.1628633,7.099025,4.30171442E14
0.39266106,6.098218,7.21395,4.30171476E14
0.2777359,6.136526,7.0271964,4.30171476E14
0.28731298,6.3304625,6.6584783,4.30171509E14
0.55786604,6.1556807,6.507639,4.30171509E14
0.8236305,6.136526,6.220326,4.30171543E14
1.0271438,5.933013,6.150892,4.30171576E14
1.3455825,5.7438655,6.0934296,4.30171576E14
1.7454263,5.6313343,5.9713216,4.3017161E14
2.1141446,5.2458563,5.9880815,4.3017161E14
1.5179702,4.6496816,6.3376455,4.30171643E14
0.75180227,4.3001175,6.263423,4.30171677E14
0.04070267,4.0559015,6.0407553,4.30171677E14
-0.5650489,3.675212,5.7654138,4.30171711E14
-0.35435268,3.2993107,5.724711,4.30171711E14
-0.8643332,2.6121538,5.830059,4.30171744E14
-0.5027977,2.535537,5.7654138,4.30171778E14
-0.4740664,2.3056867,5.6337285,4.30171778E14
-1.5395187,1.7095122,5.9904757,4.30171811E14
-3.2370596,1.1348863,6.7015753,4.30171811E14
-3.9864676,0.7326481,7.142122,4.30171845E14
-3.213117,0.80208206,7.151699,4.30171878E14
-1.9800652,0.80208206,7.312115,4.30171878E14
-2.19555,-0.25858167,7.877164,4.30171912E14
-5.5810547,-2.1476645,8.818114,4.30171912E14
-7.6640735,-2.281744,9.45978,4.30171945E14
