-0.513623,2.3582082,11.160762,3.35176731E14
-1.2900239,2.3313658,11.068249,3.35176765E14
-0.6218429,2.834974,12.820133,3.35176832E14
-0.4596405,2.9573622,13.9585,3.35176865E14
-0.9437222,4.3283677,12.620247,3.35176899E14
-0.5673584,3.72683,13.860289,3.35176966E14
0.08421554,5.1366305,11.419132,3.35177E14
0.4205768,5.3666725,10.398192,3.35177067E14
0.6272218,4.3380227,9.805032,3.351771E14
0.121940315,4.672342,6.0672307,3.35177167E14
0.35262725,4.6736,4.513737,3.35177201E14
0.8019303,5.2928157,1.3480911,3.35177268E14
-1.0026721,5.5190015,-0.56552047,3.35177302E14
-1.2126027,5.776034,-1.8818028,3.35177369E14
-1.7152858,6.337412,-3.106761,3.35177402E14
-0.48647812,7.4052916,-5.444069,3.35177469E14
0.33941248,9.311909,-2.9704504,3.35177503E14
0.21934068,10.008747,0.5462289,3.3517757E14
0.34845054,11.832874,-0.72441477,3.35177604E14
-1.1442094,11.262155,-1.0068918,3.35177671E14
-2.120876,9.898249,-1.1137222,3.35177704E14
-2.938937,8.83931,-2.725191,3.35177771E14
-3.5385842,8.097435,-3.454256,3.35177805E14
-2.378802,8.2050295,-2.5885816,3.35177872E14
-2.9946232,7.367329,-1.9522443,3.35177906E14
-2.8889709,7.3802176,-1.7956256,3.35177973E14
-2.226739,7.181062,-1.0350755,3.35178006E14
-1.2158478,7.6121616,-1.5393705,3.35178073E14
0.7930293,9.625511,-2.5076728,3.35178107E14
3.0571249,11.547132,-3.9177003,3.35178174E14
1.0999916,10.371688,-3.7426457,3.35178208E14
-2.8003035,8.481774,-3.8280766,3.35178275E14
-2.1026614,8.429071,-2.157708,3.35178308E14
0.34165144,9.93788,-0.9662411,3.35178375E14
2.4365318,12.077698,-1.0317665,3.35178409E14
1.9205136,13.366142,-1.5878373,3.35178476E14
0.88995785,12.269001,-0.05501843,3.3517851E14
-0.6839751,9.973082,1.107455,3.35178577E14
-1.6185894,8.616526,0.70018613,3.3517861E14
-2.397486,7.970227,-0.05462273,3.35178677E14
-3.414856,7.360403,-3.3191109,3.35178711E14
-2.2776806,7.6184607,-3.1408355,3.35178778E14
-1.7984822,9.364931,-1.294837,3.35178812E14
-2.3103528,10.004503,-0.8783738,3.35178879E14
-3.1982868,8.965289,-0.545639,3.35178912E14
-3.292777,7.304166,-1.4211106,3.35178979E14
-2.3448293,7.457155,-2.9274573,3.35179013E14
-2.9366345,9.381086,-0.9058261,3.3517908E14
-3.052114,11.332164,-1.9911132,3.35179114E14
-3.3340132,10.740452,-2.4785135,3.35179181E14
-3.5766106,9.799665,-2.5624862,3.35179214E14
-2.849744,7.947585,-1.8245192,3.35179281E14
-2.9028623,6.8183584,-1.2435133,3.35179315E14
-3.1481621,6.5601263,0.42866215,3.35179382E14
-2.0985935,8.747956,-2.468914,3.35179416E14
-1.9225398,9.722586,-4.667054,3.35179449E14
-3.050924,9.045848,-1.9564301,3.35179516E14
-3.0920405,9.864576,-2.304908,3.3517955E14
-1.9092063,9.607137,-1.7996622,3.35179617E14
-1.1208142,8.160947,-3.3838544,3.3517965E14
-1.9656692,7.3555484,-3.4788685,3.35179718E14
